Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _fluff_homepage_view,Meta: _fluff_spec_fabric,Meta: _fluff_spec_set,Meta: _fluff_spec_fit,Meta: _fluff_spec_top,Meta: _fluff_spec_bottom,Meta: _fluff_spec_details,Meta: _fluff_spec_season,Meta: _fluff_spec_care,Meta: _trendyol,Meta: _Product_Link
variation,1781423710-47-S,Indigo Cotton Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423710-47,Size,S,,1,,,,,,,,,,,
variation,1781423710-47-M,Indigo Cotton Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1250.00,,,,1781423710-47,Size,M,,1,,,,,,,,,,,
variation,1781423710-47-L,Indigo Cotton Pajama - L,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423710-47,Size,L,,1,,,,,,,,,,,
variation,1781423710-47-XL,Indigo Cotton Pajama - XL,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423710-47,Size,XL,,1,,,,,,,,,,,
variable,1781423783-73,V-Neck Buttoned Long Pajama,1,0,visible,"A polished V-neck long pajama set with button detailing, created for easy comfort and elevated everyday lounging.","Clean lines and classic details make this long pajama set a refined lounge essential. The V-neckline opens up the silhouette, while button detailing adds a polished finish. Comfortable enough for bedtime and put-together enough for slow mornings at home, it is an easy piece to keep in constant rotation.",taxable,,1,,0,0,1,1350.00,Pajama-Pants-Set,"V-Neck, Button Detail, Long Set, Relaxed Fit, Minimal, Soft Lounge, Timeless","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423783-73-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423783-73-2.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423783-73-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423783-73-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423783-73-5.webp",,Size,"XS, S, M, L, XL",1,1,Soft Lounge,,2-piece long pajama set,Relaxed,"V-neck, button detail",Long-length pants,Buttoned front detail,All-season / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/v-yaka-dugmeli-uzun-pijama-takimi-p-859925083,https://www.trendyol.com/bella-notte/v-yaka-dugmeli-uzun-pijama-takimi-p-859925083
variation,1781423783-73-XS,V-Neck Buttoned Long Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1350.00,,,,1781423783-73,Size,XS,,1,,,,,,,,,,,
variation,1781423783-73-S,V-Neck Buttoned Long Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1350.00,,,,1781423783-73,Size,S,,1,,,,,,,,,,,
variation,1781423783-73-M,V-Neck Buttoned Long Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1350.00,,,,1781423783-73,Size,M,,1,,,,,,,,,,,
variation,1781423783-73-L,V-Neck Buttoned Long Pajama - L,1,0,visible,,,taxable,parent,1,3,0,0,0,1350.00,,,,1781423783-73,Size,L,,1,,,,,,,,,,,
variation,1781423783-73-XL,V-Neck Buttoned Long Pajama - XL,1,0,visible,,,taxable,parent,1,3,0,0,0,1350.00,,,,1781423783-73,Size,XL,,1,,,,,,,,,,,
variable,1781423678-38,Dried Rose Cotton Long-Sleeved Pajama,1,0,visible,"A dried-rose long-sleeved pajama set with feminine ruffle details, made for cozy nights with a romantic finish.","A soft dried-rose palette meets delicate ruffle detailing in this long-sleeved pajama set. The result feels cozy, feminine and elevated—perfect for cooler nights, relaxed weekends and gifting. Its romantic color and subtle detail give everyday sleepwear a distinctly FLUFF finish.",taxable,,1,,0,0,1,1250.00,Pajama-Pants-Set,"Cotton, Dried Rose, Long Sleeve, Ruffle Detail, Romantic, Cozy, Giftable","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-38-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-38-2.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-38-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-38-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-38-5.webp",,Size,"XS, S, M, L, XL",1,1,Romantic Details,Cotton,2-piece pajama set,Relaxed,Long sleeves,Coordinated pajama pants,Ruffle detail,Cooler nights / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/gul-kurusu-uzun-kollu-firfirli-pijama-takimi-p-899157235,https://www.trendyol.com/bella-notte/gul-kurusu-uzun-kollu-firfirli-pijama-takimi-p-899157235
variation,1781423678-38-XS,Dried Rose Cotton Long-Sleeved Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1250.00,,,,1781423678-38,Size,XS,,1,,,,,,,,,,,
variation,1781423678-38-S,Dried Rose Cotton Long-Sleeved Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423678-38,Size,S,,1,,,,,,,,,,,
variation,1781423678-38-M,Dried Rose Cotton Long-Sleeved Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1250.00,,,,1781423678-38,Size,M,,1,,,,,,,,,,,
variation,1781423678-38-L,Dried Rose Cotton Long-Sleeved Pajama - L,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423678-38,Size,L,,1,,,,,,,,,,,
variation,1781423678-38-XL,Dried Rose Cotton Long-Sleeved Pajama - XL,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423678-38,Size,XL,,1,,,,,,,,,,,
variable,1781423670-35,Grey Cotton Pajama,1,0,visible,"A versatile grey cotton pajama set with a delicate bow detail for relaxed, understated everyday comfort.","Simple, soft and easy to wear, this grey cotton pajama set is made for everyday comfort. The neutral color gives it a clean premium feel, while the bow detail adds just enough femininity. A dependable choice for sleep, lounging, travel and calm mornings at home.",taxable,,1,,0,0,1,1250.00,Pajama-Pants-Set,"Cotton, Grey, Bow Detail, Relaxed Fit, Minimal, Lounge Essential, Timeless","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423670-35-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423670-35-2.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423670-35-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423670-35-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423670-35-5.webp",,Size,"XS, S, M, L, XL",1,1,Cotton Essentials,Cotton,2-piece pajama set,Relaxed,Coordinated cotton top,Coordinated pajama pants,Bow detail,All-season / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/gri-pamuklu-fiyonk-detayli-pijama-takimi-p-883502317,https://www.trendyol.com/bella-notte/gri-pamuklu-fiyonk-detayli-pijama-takimi-p-883502317
variation,1781423670-35-XS,Grey Cotton Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1250.00,,,,1781423670-35,Size,XS,,1,,,,,,,,,,,
variation,1781423670-35-S,Grey Cotton Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423670-35,Size,S,,1,,,,,,,,,,,
variation,1781423670-35-M,Grey Cotton Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1250.00,,,,1781423670-35,Size,M,,1,,,,,,,,,,,
variation,1781423670-35-L,Grey Cotton Pajama - L,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423670-35,Size,L,,1,,,,,,,,,,,
variation,1781423670-35-XL,Grey Cotton Pajama - XL,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423670-35,Size,XL,,1,,,,,,,,,,,
variable,1789322509-265,Black Cotton Seasonal Pajama,1,0,visible,"A seasonal cotton pajama set with feminine bow detailing, created as an easy transitional piece for everyday lounging.","An easy seasonal pajama set designed for changing temperatures and everyday comfort. The cotton feel keeps it breathable and relaxed, while bow detailing adds a soft feminine signature. A practical FLUFF-style option for sleep, lounging and transitional-weather dressing.",taxable,,1,,0,0,1,1199.00,"Women Sleepwear, Pajama-Pants-Set","Cotton, Bow Detail, Seasonal, Relaxed Fit, Lounge Essential, Transitional","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1789322509-265-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1789322509-265-2.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1789322509-265-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1789322509-265-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1789322509-265-5.webp",,Size,"XS, S, M, L, XL",1,1,Seasonal Edit,Cotton,2-piece pajama set,Relaxed,Coordinated seasonal top,Coordinated pajama pants,Bow detail,Seasonal / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/pamuklu-kirmizi-fiyonk-detayli-mevsimlik-pijama-takimi-p-899159384,https://www.trendyol.com/bella-notte/pamuklu-kirmizi-fiyonk-detayli-mevsimlik-pijama-takimi-p-899159384
variation,1789322509-265-XS,Black Cotton Seasonal Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1199.00,,,,1789322509-265,Size,XS,,1,,,,,,,,,,,
variation,1789322509-265-S,Black Cotton Seasonal Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1199.00,,,,1789322509-265,Size,S,,1,,,,,,,,,,,
variation,1789322509-265-M,Black Cotton Seasonal Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1199.00,,,,1789322509-265,Size,M,,1,,,,,,,,,,,
variation,1789322509-265-L,Black Cotton Seasonal Pajama - L,1,0,visible,,,taxable,parent,1,3,0,0,0,1199.00,,,,1789322509-265,Size,L,,1,,,,,,,,,,,
variation,1789322509-265-XL,Black Cotton Seasonal Pajama - XL,1,0,visible,,,taxable,parent,0,0,0,0,0,1199.00,,,,1789322509-265,Size,XL,,1,,,,,,,,,,,
variable,1781423678-102,Red Cotton Seasonal Pajama,1,0,visible,A bold red cotton seasonal pajama set with bow detailing for cozy nights with a playful feminine statement.,"Bright, confident and cozy, this red cotton pajama set brings energy to the seasonal sleepwear rotation. The bold color makes a statement while the bow detail softens the look with a feminine finish. A lovely option for colder evenings, gifting moments and festive-at-home dressing.",taxable,,1,,0,0,1,1250.00,"Women Sleepwear, Pajama-Pants-Set","Cotton, Red, Bow Detail, Seasonal, Relaxed Fit, Giftable, Statement Color","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-102-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-102-5.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-102-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-102-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-102-2.webp",,Size,"XS, S, M, L, XL",1,1,Seasonal Edit,Cotton,2-piece pajama set,Relaxed,Coordinated seasonal top,Coordinated pajama pants,Bow detail,Seasonal / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/pamuklu-kirmizi-fiyonk-detayli-mevsimlik-pijama-takimi-p-1082091538,https://www.trendyol.com/bella-notte/pamuklu-kirmizi-fiyonk-detayli-mevsimlik-pijama-takimi-p-1082091538
variation,1781423678-102-XS,Red Cotton Seasonal Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1250.00,,,,1781423678-102,Size,XS,,1,,,,,,,,,,,
variation,1781423678-102-S,Red Cotton Seasonal Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423678-102,Size,S,,1,,,,,,,,,,,
variation,1781423678-102-M,Red Cotton Seasonal Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1250.00,,,,1781423678-102,Size,M,,1,,,,,,,,,,,
variation,1781423678-102-L,Red Cotton Seasonal Pajama - L,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423678-102,Size,L,,1,,,,,,,,,,,
variation,1781423678-102-XL,Red Cotton Seasonal Pajama - XL,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423678-102,Size,XL,,1,,,,,,,,,,,
variable,1781423678-101,Purple Cotton Seasonal Pajama,1,0,visible,A soft purple cotton seasonal pajama set with bow detailing for comfortable nights and a feminine pop of color.,"Give your lounge rotation a gentle pop of color with this purple cotton seasonal pajama set. The relaxed silhouette is designed for easy comfort, while bow detailing adds a charming feminine finish. Ideal for transitional nights, relaxed weekends and cozy evenings at home.",taxable,,1,,0,0,1,1250.00,"Women Sleepwear, Pajama-Pants-Set","Cotton, Purple, Bow Detail, Seasonal, Relaxed Fit, Feminine, Lounge Essential","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-101-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-101-5.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-101-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-101-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423678-101-2.webp",,Size,"XS, S, M, L, XL",1,1,Seasonal Edit,Cotton,2-piece pajama set,Relaxed,Coordinated seasonal top,Coordinated pajama pants,Bow detail,Seasonal / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/pamuklu-mor-fiyonk-detayli-mevsimlik-pijama-takimi-p-982498017,https://www.trendyol.com/bella-notte/pamuklu-mor-fiyonk-detayli-mevsimlik-pijama-takimi-p-982498017
variation,1781423678-101-XS,Purple Cotton Seasonal Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1250.00,,,,1781423678-101,Size,XS,,1,,,,,,,,,,,
variation,1781423678-101-S,Purple Cotton Seasonal Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423678-101,Size,S,,1,,,,,,,,,,,
variation,1781423678-101-M,Purple Cotton Seasonal Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1250.00,,,,1781423678-101,Size,M,,1,,,,,,,,,,,
variation,1781423678-101-L,Purple Cotton Seasonal Pajama - L,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423678-101,Size,L,,1,,,,,,,,,,,
variation,1781423678-101-XL,Purple Cotton Seasonal Pajama - XL,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423678-101,Size,XL,,1,,,,,,,,,,,
variable,1781423937-131,White Cotton Seasonal Pajama,1,0,visible,"A light floral long-sleeved pajama set with a cotton-viscose feel, designed for soft comfort and feminine everyday wear.","Fresh floral print gives this long-sleeved pajama set an easy feminine character. The cotton-viscose style fabric description suggests a soft, fluid feel, while the long silhouette makes it a comfortable choice for transitional nights. A pretty FLUFF-ready piece for sleep, lounging and relaxed mornings.",taxable,,1,,0,0,1,1299.00,Pajama-Pants-Set,"Cotton Viscose, White, Floral, Long Sleeve, Printed, Relaxed Fit, Feminine","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423937-131-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423937-131-2.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423937-131-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423937-131-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423937-131-5.webp",,Size,"XS, S, M, L, XL",1,1,Prints & Florals,Cotton-viscose blend,2-piece pajama set,Relaxed,Long sleeves,Coordinated pajama pants,Floral print,Seasonal / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/cicek-baskili-uzun-kollu-pamuk-viskon-pijama-takimi-p-857816523,https://www.trendyol.com/bella-notte/cicek-baskili-uzun-kollu-pamuk-viskon-pijama-takimi-p-857816523
variation,1781423937-131-XS,White Cotton Seasonal Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1299.00,,,,1781423937-131,Size,XS,,1,,,,,,,,,,,
variation,1781423937-131-S,White Cotton Seasonal Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1299.00,,,,1781423937-131,Size,S,,1,,,,,,,,,,,
variation,1781423937-131-M,White Cotton Seasonal Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1299.00,,,,1781423937-131,Size,M,,1,,,,,,,,,,,
variation,1781423937-131-L,White Cotton Seasonal Pajama - L,1,0,visible,,,taxable,parent,1,3,0,0,0,1299.00,,,,1781423937-131,Size,L,,1,,,,,,,,,,,
variation,1781423937-131-XL,White Cotton Seasonal Pajama - XL,1,0,visible,,,taxable,parent,1,3,0,0,0,1299.00,,,,1781423937-131,Size,XL,,1,,,,,,,,,,,
variable,1781423740-57,Blue Long-Sleeved Pajama,1,0,visible,"A blue long-sleeved pajama set with bow detailing, balancing calm color, cozy coverage and feminine charm.","Calm blue tones and feminine bow detailing make this long-sleeved pajama set an easy choice for relaxed evenings. The longer coverage suits cooler nights, while the clean coordinated look keeps it polished enough for slow mornings at home. Soft, wearable and effortlessly FLUFF.",taxable,,1,,0,0,1,1250.00,Pajama-Pants-Set,"Blue, Long Sleeve, Bow Detail, Relaxed Fit, Cozy, Soft Lounge, Feminine","https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423740-57-1.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423740-57-2.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423740-57-3.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423740-57-4.webp, https://qamareen.vitaldc.com/wp-content/uploads/2026/09/1781423740-57-5.webp",,Size,"XS, S, M, L, XL",1,1,Soft Lounge,,2-piece pajama set,Relaxed,Long sleeves,Coordinated pajama pants,Bow detail,Cooler nights / transitional,Follow garment care label,https://www.trendyol.com/bella-notte/mavi-uzun-kollu-fiyonk-detayli-pijama-takimi-p-885700612,https://www.trendyol.com/bella-notte/mavi-uzun-kollu-fiyonk-detayli-pijama-takimi-p-885700612
variation,1781423740-57-XS,Blue Long-Sleeved Pajama - XS,1,0,visible,,,taxable,parent,1,9,0,0,0,1250.00,,,,1781423740-57,Size,XS,,1,,,,,,,,,,,
variation,1781423740-57-S,Blue Long-Sleeved Pajama - S,1,0,visible,,,taxable,parent,0,0,0,0,0,1250.00,,,,1781423740-57,Size,S,,1,,,,,,,,,,,
variation,1781423740-57-M,Blue Long-Sleeved Pajama - M,1,0,visible,,,taxable,parent,1,2,0,0,0,1250.00,,,,1781423740-57,Size,M,,1,,,,,,,,,,,
variation,1781423740-57-L,Blue Long-Sleeved Pajama - L,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423740-57,Size,L,,1,,,,,,,,,,,
variation,1781423740-57-XL,Blue Long-Sleeved Pajama - XL,1,0,visible,,,taxable,parent,1,3,0,0,0,1250.00,,,,1781423740-57,Size,XL,,1,,,,,,,,,,,
